fabricaAlimento,granja_anonym,genética,asesor,pesoInicial,pesoFinal,semesreSalida,mortalidad
0.15683168316831683,0.033663366336633666,0.8372277227722772,0.09069306930693069,0.3033862897103562,0.38464900778040034,1.0,0.265
0.15683168316831683,0.033663366336633666,0.8372277227722772,0.09069306930693069,0.18314003424524694,0.33359559402045624,1.0,0.6970000000000001
0.15683168316831683,0.033663366336633666,0.8372277227722772,0.09069306930693069,0.23051816715891904,0.3585977795261821,1.0,0.443
0.15683168316831683,0.033663366336633666,0.8372277227722772,0.09069306930693069,0.2587788078442673,0.5692805315149927,0.0,0.24
0.15683168316831683,0.033663366336633666,0.8372277227722772,0.09069306930693069,0.3889994070806758,0.6483084185680568,0.0,0.21200000000000002
0.15683168316831683,0.033663366336633666,0.8372277227722772,0.09069306930693069,0.210292414511562,0.3278258589037504,0.0,0.049
0.15683168316831683,0.033663366336633666,0.8372277227722772,0.09069306930693069,0.26515130525370856,0.49584753912055257,0.0,0.18300000000000002
0.15683168316831683,0.033663366336633666,0.8372277227722772,0.09069306930693069,0.1922831827022714,0.4888539207972724,1.0,0.133
0.15683168316831683,0.007920792079207921,0.8372277227722772,0.011881188118811881,0.12982993743869942,0.4737337179823409,0.0,0.338
0.15683168316831683,0.007920792079207921,0.8372277227722772,0.011881188118811881,0.20025711641721566,0.49323367427222653,0.0,0.13
0.15683168316831683,0.007920792079207921,0.8372277227722772,0.011881188118811881,0.2310445908579598,0.5815123699624092,0.0,0.23900000000000002
0.15683168316831683,0.007920792079207921,0.8372277227722772,0.011881188118811881,0.1507954539157611,0.4931200279744732,0.0,0.17400000000000002
0.15683168316831683,0.007920792079207921,0.8372277227722772,0.011881188118811881,0.19190637415980016,0.47548037415858024,0.0,0.313
0.15683168316831683,0.007920792079207921,0.8372277227722772,0.011881188118811881,0.1893767697533567,0.25992132179386296,1.0,0.676
0.15683168316831683,0.007920792079207921,0.8372277227722772,0.011881188118811881,0.1545081263195226,0.4011294693592098,1.0,0.71
0.15683168316831683,0.007920792079207921,0.8372277227722772,0.011881188118811881,0.14121454259321864,0.348547949995629,1.0,0.44500000000000006
0.15683168316831683,0.007920792079207921,0.8372277227722772,0.011881188118811881,0.16472074608091414,0.2071369874989073,1.0,0.9480000000000001
0.15683168316831683,0.007920792079207921,0.8372277227722772,0.011881188118811881,0.12984656134498485,0.2735920972112946,0.0,0.281
0.15683168316831683,0.007920792079207921,0.8372277227722772,0.011881188118811881,0.07061558324975203,0.4566797797010227,0.0,0.53
0.15683168316831683,0.007920792079207921,0.8372277227722772,0.011881188118811881,0.1561649756459773,0.38617361657487526,0.0,0.496
0.15683168316831683,0.007920792079207921,0.8372277227722772,0.011881188118811881,0.22607127222754808,0.35802430282367337,1.0,0.637
0.15683168316831683,0.007920792079207921,0.8372277227722772,0.011881188118811881,0.1293367615522295,0.29352216102806183,1.0,0.8140000000000001
0.15683168316831683,0.007920792079207921,0.8372277227722772,0.011881188118811881,0.12067847702853218,0.4569298015560801,0.0,0.267
0.15683168316831683,0.007920792079207921,0.8372277227722772,0.011881188118811881,0.08881876063237337,0.5620421365503978,0.0,0.41100000000000003
0.15683168316831683,0.007920792079207921,0.8372277227722772,0.011881188118811881,0.17343167297451556,0.6140729084710204,1.0,0.42100000000000004
0.15683168316831683,0.007920792079207921,0.8372277227722772,0.011881188118811881,0.03821558989931462,0.4330535886004021,1.0,0.961
0.15683168316831683,0.007920792079207921,0.8372277227722772,0.011881188118811881,0.07037176595756467,0.4134801993181223,0.0,0.526
0.15683168316831683,0.007920792079207921,0.8372277227722772,0.011881188118811881,0.08371245075167766,0.09322318384474171,1.0,0.642
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.42723439153732357,0.32467873065827413,1.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.25296044064434264,0.25998776116793443,0.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.20669056814970388,0.29722877873940035,0.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.4416417769847558,0.2767724451438063,0.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.4070086388899663,0.2265932336742722,0.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.16263721649313156,0.2554419092578022,0.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.32388910746247157,0.25666579246437604,0.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.20225752647357076,0.2918087245388583,0.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.39260125344253405,0.4204913016872103,0.0,0.141
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.47461252445099555,0.44776641314800236,1.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.30837346159600587,0.4266107177200802,1.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.28676238342485727,0.24145467261124232,0.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.29341194593905684,0.2717020718594281,0.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.4474601441846806,0.38919485969053214,0.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.40977928993754953,0.37800507037328446,0.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.28399173237727404,0.43500305970801634,1.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.16069776075982334,0.38989422152286024,1.0,0.339
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.36683419870001066,0.4404231139085584,1.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.24104664113973506,0.5350118017309204,1.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.2828834719582408,0.4605297665879886,1.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.21195480514011178,0.2671562199492963,0.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.37459202163324345,0.3236296879097822,0.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.38567462582357614,0.40475566045983036,1.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.2911954251009903,0.42416295130693227,1.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.3499332273097534,0.3199580382900602,0.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.31668541473875533,0.35877261998426424,0.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.3017238990818063,0.3405892123437364,0.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.30144683397704797,0.47364280094413846,1.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.28759357873913216,0.5135064253868347,1.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.23162642757795227,0.2725762741498383,0.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.2837146672725157,0.24635020543753838,0.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.23633653435884372,0.25806451612903203,0.0,0.0
0.15683168316831683,0.04712871287128713,0.8372277227722772,0.05425742574257426,0.32361204235771324,0.13899816417519006,1.0,0.0
